,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Popularity,ID,TMDB Rating
2680,Doc McStuffins,2012,all,6.7,,0,1,0,1,1,24.698,46262,6.5
2681,Dante's Cove,2005,18+,6.0,,0,1,0,0,1,1.672,1734,5
2682,Axe Cop,2013,18+,7.4,70%,0,1,0,0,1,7.661,49008,6.8
2683,The Smile Has Left Your Eyes,2018,all,7.4,,0,1,0,0,1,7.277,82501,8.3
2684,Pure,2017,16+,7.0,,0,1,0,0,1,10.02,66545,6.6
2685,Zomboat!,2019,,6.9,,0,1,0,0,1,6.274,94421,7.2
2686,Kono Oto Tomare!: Sounds of Life,2019,7+,7.4,,0,1,0,0,1,14.542,85843,7.3
2687,Sex&Drugs&Rock&Roll,2015,16+,7.1,,0,1,0,0,1,124.062,81356,8.4
2688,OutDaughtered,2016,7+,7.0,,0,1,0,0,1,2.156,66461,8.8
2689,Accel World,2012,16+,7.2,,0,1,0,0,1,1.4,73482,5.1
2690,Project Runway All Stars,2012,7+,7.0,,0,1,0,0,1,5.118,42763,7.6
2691,School Rumble,2004,7+,7.8,,0,1,0,0,1,10.214,31665,9.2
2692,The Hills,2006,7+,3.5,52%,0,1,1,0,1,4.534,4466,4.3
2693,Slayers,1995,7+,7.5,,0,1,0,0,1,2.854,44940,0
2694,Keeping Up with the Kardashians,2007,16+,2.8,,0,1,0,0,1,71.103,14814,4.7
2695,Restaurant: Impossible,2011,all,6.8,,0,1,0,0,1,5.126,35358,7
2696,Love It or List It,2008,all,6.3,,0,1,0,0,1,5.139,33927,6.2
2697,East Los High,2013,16+,7.0,,0,1,0,0,1,4.111,56964,9
2698,Maison Close,2010,18+,6.7,,0,1,0,0,1,4.791,38486,7.3
2699,Total Bellas,2016,16+,5.8,,0,1,0,0,1,4.719,66938,5.5
2700,"Say ""I love you.""",2012,16+,7.4,,0,1,0,0,1,6.349,52878,7.7
2701,Dr. Pimple Popper,2018,16+,6.6,,0,1,0,0,1,1.938,80991,9.7
2702,"Good Morning, Miss Bliss",1988,all,6.8,,0,1,0,0,1,2.387,4683,6.3
2703,Bachelor in Paradise,2014,16+,5.2,,0,1,0,0,1,5.961,61190,4.6
2704,Three Sheets,2006,18+,8.2,,0,1,0,0,1,1.4,4005,7.4
2705,Paradox,2009,16+,7.1,,0,1,1,0,1,2.057,18588,6.2
2706,Guy's Grocery Games,2013,all,6.5,,0,1,0,0,1,5.317,62595,5
2707,Oreimo,2010,16+,6.5,,0,1,0,0,1,11.157,56353,7
2708,The Lowe Files,2017,7+,6.7,60%,0,1,1,0,1,1.041,72653,2.6
2709,Freakish,2016,16+,6.4,,0,1,0,0,1,9.52,68052,6.2
2710,The Next Step,2013,all,6.0,,0,1,0,0,1,14.14,62404,6.6
2711,The Driver,2014,16+,7.0,,0,1,0,0,1,1.982,61393,7.3
2712,Castaways,2018,,6.2,,0,1,0,0,1,1.143,81675,8
2713,The Real Housewives of New Jersey,2009,16+,4.0,,0,1,0,0,1,7.646,18204,6.9
2714,Good Eats: Reloaded,2018,all,8.8,,0,1,0,0,1,1.7,83179,9.8
2715,Butterfly,2018,,6.2,93%,0,1,0,0,1,3.155,83244,6.9
2716,The Electric Company,1971,all,8.1,,0,1,1,0,1,18.403,4366,8.5
2717,Tanked,2011,7+,6.6,,0,1,0,0,1,12.63,61329,7.3
2718,A Crime to Remember,2013,16+,8.3,,0,1,0,0,1,1.598,68549,6.6
2719,Air Gear,2006,18+,7.2,,0,1,0,0,1,5.694,31670,7.1
2720,Toilet-Bound Hanako-kun,2020,16+,7.5,,0,1,0,0,1,53.006,95269,8
2721,There's... Johnny!,2017,,7.2,83%,0,1,0,0,1,1.4,73463,6.5
2722,The Only Way Is Essex,2010,18+,3.1,,0,1,0,0,1,10.055,34284,5.6
2723,Quick Draw,2013,,7.6,,0,1,1,0,1,12.543,38960,7.5
2724,The Secret of Crickley Hall,2012,,6.9,,0,1,0,0,1,3.094,58808,6.7
2725,Curious George,2006,all,7.1,,0,1,0,0,1,31.618,656,6.6
2726,Council of Dads,2020,7+,6.2,50%,0,1,0,0,1,4.424,94267,9.2
2727,The Real Housewives of Atlanta,2008,16+,4.3,,0,1,0,0,1,18.728,17380,6.3
2728,Iron Chef America,2005,all,7.1,,0,1,0,0,1,9.222,4360,6.3
2729,Black Bullet,2014,18+,7.0,,0,1,0,0,1,11.93,60834,7.5
2730,Mayo Chiki!,2011,18+,7.1,,0,1,0,0,1,5.198,46169,7.8
2731,Himouto! Umaru-chan,2015,16+,7.0,,0,1,1,0,1,18.997,67126,8.7
2732,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",2020,16+,7.3,,0,1,0,0,1,31.865,96402,7.4
2733,Elena's Ghost,2015,16+,7.6,,0,1,0,0,1,2.405,32786,0
2734,Heathcliff,1984,7+,6.6,,0,1,0,0,1,15.69,13781,6.4
2735,Criminal Minds: Suspect Behavior,2011,16+,6.3,42%,0,1,1,0,1,9.303,32200,7.1
2736,Agent X,2015,16+,6.2,28%,0,1,0,0,1,5.723,63645,5.1
2737,An American Murder Mystery: The Staircase,2018,16+,7.5,,0,1,0,0,1,0.955,78602,7.3
2738,McHale's Navy,1962,all,7.4,,0,1,0,0,1,13.986,11258,7.3
2739,Trust Me,2017,,7.0,79%,0,1,0,0,1,12.173,73199,7.1
2740,Unexpected,2017,16+,5.8,,0,1,0,0,1,11.062,20021,8.1
2741,Astro Boy,1980,all,7.3,,0,1,1,0,1,1.4,35480,0
2742,Renegade,1992,,6.0,,0,1,0,0,1,17.818,600,6.3
2743,Lincoln Heights,2007,7+,7.7,,0,1,0,0,1,10.84,904,9.3
2744,ID: INVADED,2020,18+,7.7,,0,1,0,0,1,26.19,92602,6.5
2745,Black Jesus,2014,18+,6.9,,0,1,0,0,1,6.628,61161,5.5
2746,Melrose Place,2009,16+,6.0,60%,0,1,0,0,1,29.22,4349,5.2
2747,Is This a Zombie?,2011,16+,7.1,,0,1,0,0,1,9.721,38420,7
2748,The Comedians,2015,18+,6.7,58%,0,1,0,0,1,3.717,62180,6.3
2749,Celebrity Family Feud,2008,7+,6.1,,0,1,0,0,1,7.813,82108,8.1
2750,"I Love You, America",2017,18+,5.7,93%,0,1,0,0,1,2.326,74359,7.3
2751,Dragnet,1967,7+,7.5,,0,1,0,0,1,18.745,3716,6.7
2752,Battleground,2012,,7.9,73%,0,1,0,0,1,1.124,57283,8
2753,Wolf Girl & Black Prince,2014,16+,7.1,,0,1,0,0,1,5.013,68960,7.7
2754,Jumanji,1996,7+,6.4,,0,1,0,0,1,5.827,2118,6.4
2755,Hikaru no Go,2001,all,8.3,,0,1,0,0,1,6.305,30982,7.3
2756,Tim and Eric's Bedtime Stories,2014,18+,7.9,,0,1,0,0,1,2.592,72874,7.4
2757,Amagami SS,2010,7+,6.8,,0,1,0,0,1,7.402,52083,7.3
2758,Top Gear,2010,7+,5.3,,0,1,0,0,1,53.839,45,7.3
2759,The Wine Show,2016,,8.9,,0,1,0,0,1,0.6,31846,0
2760,Arifureta: From Commonplace to World's Strongest,2019,16+,6.5,,0,1,0,0,1,7.444,86034,8.7
2761,No Activity,2017,18+,6.7,,0,1,0,0,1,4.01,64489,7.9
2762,The Food That Built America,2019,,8.4,,0,1,0,0,1,1.96,92371,0
2763,Little Women: LA,2014,16+,5.4,,0,1,1,0,1,5.903,61782,7.2
2764,Hetalia,2009,18+,7.4,,0,1,0,0,1,9.407,35138,5.7
2765,Attack on Titan: Junior High,2015,16+,6.6,,0,1,0,0,1,18.89,63510,7.7
2766,Hangin' with Mr. Cooper,1992,7+,6.4,,0,1,0,0,1,9.814,4438,6.7
2767,The F Word,2005,18+,6.9,,0,1,0,0,1,2.916,71989,3.5
2768,Jersey Shore,2009,16+,3.6,,0,1,0,0,1,13.923,31343,3.8
2769,The Commish,1991,16+,7.1,,0,1,0,0,1,11.179,3840,8
2770,Absolute Duo,2015,18+,6.5,,0,1,0,0,1,9.913,65764,8.2
2771,Kiri,2018,,6.6,89%,0,1,0,0,1,2.898,76277,6.3
2772,Prey,2014,16+,7.2,,0,1,0,0,1,10.291,1469,6
2773,The Bachelor Presents: Listen to Your Heart,2020,16+,5.2,,0,1,0,0,1,1.091,101853,10
2774,Weird Science,1994,,6.8,,0,1,0,0,1,13.212,4076,6.6
2775,Rick Steves' Europe,2000,all,8.4,,0,1,1,0,1,1.4,62970,8.3
2776,Baka and Test: Summon the Beasts,2010,7+,7.4,,0,1,0,0,1,13.399,56343,8.1
2777,Vanished,2006,18+,7.0,67%,0,1,0,0,1,3.719,4632,6.2
2778,The Circus,2016,16+,7.1,,0,1,0,0,1,9.387,65339,6.9
2779,Angels of Death,2018,18+,6.4,,0,1,0,0,1,23.063,80477,6.7
2780,Black Cat,2005,16+,7.1,,0,1,0,0,1,0.6,5244,0
2781,The Great Food Truck Race,2010,all,6.6,,0,1,0,0,1,2.265,33665,6.9
2782,Hollyoaks,1995,16+,4.7,,0,1,0,0,1,33.16,966,4.2
2783,Archangel,2005,,6.5,,0,1,0,0,1,3.228,30301,6
2784,Blood-C,2011,18+,6.3,,0,1,0,0,1,17.29,43270,8.1
2785,Upper Middle Bogan,2013,16+,7.9,,0,1,0,0,1,3.942,58479,7.1
2786,"Nicky, Ricky, Dicky & Dawn",2014,all,5.1,,0,1,0,0,1,25.332,61854,7.8
2787,The New Woody Woodpecker Show,1999,all,6.5,,0,1,0,0,1,4.608,9980,6.5
2788,What Would You Do?,2008,7+,7.2,,0,1,0,0,1,1.211,16234,7
2789,Getting On,2009,16+,8.1,,0,1,0,0,1,3.23,57756,6.5
2790,The Lucy Show,1962,7+,7.2,,0,1,0,0,1,18.351,2144,7.9
2791,Big Windup!,2007,7+,7.6,,0,1,0,0,1,3.989,45532,7.5
2792,Love & Hip Hop Hollywood,2014,16+,5.2,,0,1,0,0,1,93.651,97186,9.1
2793,VanDread,2000,16+,7.1,,0,1,0,0,1,7.096,8863,6.8
2794,The Weekly,2019,18+,6.5,38%,0,1,0,0,1,2.127,79413,8
2795,Princess Tutu,2002,16+,8.1,,0,1,1,0,1,10.35,34132,7.9
2796,Plunderer,2020,16+,6.2,,0,1,0,0,1,10.944,93149,8.3
2797,James May's Man Lab,2010,,7.8,,0,1,1,0,1,1.4,34362,8
2798,Bedlam,2011,,6.6,44%,0,1,0,0,1,3.053,37618,5.7
2799,Second chance,2005,7+,6.9,,0,1,0,0,1,10.9,64434,6.7
2800,Born This Way,2015,7+,8.3,,0,1,0,0,1,1.4,64682,6.7
2801,Criminal Justice,2008,,7.8,,0,1,0,0,1,5.207,88177,7.6
2802,F*ck That's Delicious,2016,18+,8.0,,0,1,0,0,1,1.992,67733,7.5
2803,Unikitty,2017,7+,5.7,,0,1,0,0,1,5.86,74739,5.4
2804,Abandoned,2016,16+,8.4,,0,1,0,0,1,4.2,73693,8.3
2805,I Am Frankie,2017,all,6.1,,0,1,0,0,1,14.315,73698,6.8
2806,Fashion House,2006,18+,6.5,,0,1,0,0,1,1.063,2657,0
2807,Kids Baking Championship,2015,all,7.0,,0,1,0,0,1,3.233,61987,7
2808,Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2019,,7.4,,0,1,0,0,1,25.378,93256,8.7
2809,Bizarre Foods with Andrew Zimmern,2006,7+,7.8,,0,1,0,0,1,2.478,4898,8.3
2810,Young Hercules,1998,7+,5.8,,0,1,0,0,1,9.474,5999,6.4
2811,Little Big Shots,2016,all,7.2,,0,1,0,0,1,2.833,66043,7.7
2812,Unusual Suspects,2010,16+,7.6,,0,1,0,0,1,1.4,41580,7
2813,Bless the Harts,2019,16+,4.9,82%,0,1,0,0,1,4.255,82653,7
2814,Jimmy Kimmel Live!,2003,16+,6.6,,0,1,0,0,1,14.837,1489,5.7
2815,The Little Couple,2009,all,6.8,,0,1,0,0,1,2.544,21651,9
2816,The Beautiful Lie,2015,,7.3,,0,1,0,0,1,1.707,64247,5.3
2817,Extreme Ghostbusters,1997,7+,6.9,,0,1,0,0,1,6.83,4793,6.7
2818,Marriage Boot Camp: Reality Stars,2014,16+,4.5,,0,1,0,0,1,4.356,61841,7
2819,Cold Squad,1998,16+,6.9,,0,1,1,0,1,7.174,597,6
2820,Space Brothers,2012,16+,8.1,,0,1,0,0,1,8.883,45209,8.7
2821,The Real Housewives of Orange County,2006,16+,4.1,,0,1,0,0,1,14.986,10222,6.3
2822,Corpse Princess,2008,7+,6.9,,0,1,0,0,1,6.074,31721,8.6
2823,Genius Junior,2018,all,7.5,,0,1,0,0,1,,,
2824,Astra Lost in Space,2019,16+,8.0,,0,1,0,0,1,18.203,88041,7.9
2825,The Dick Cavett Show,1968,,8.4,,0,1,0,0,1,64.964,9890,0
2826,Obsession: Dark Desires,2014,16+,7.4,,0,1,0,0,1,2.709,47986,7
2827,Hakuoki -Demon Of The Fleeting Blossom-,2010,18+,7.4,,0,1,0,0,1,3.67,44318,6.9
2828,Webster,1983,all,5.7,,0,1,0,0,1,7.585,3804,5.9
2829,Ellen's Game of Games,2017,7+,5.6,,0,1,0,0,1,2.664,76048,8.1
2830,Diesel Brothers,2016,16+,6.6,,0,1,0,0,1,3.311,65623,8.4
2831,Feed the Beast,2016,16+,6.7,23%,0,1,0,0,1,3.381,66316,6.3
2832,Handy Manny,2006,all,5.5,,0,1,0,1,1,7.807,10219,6.5
2833,Amagi Brilliant Park,2014,16+,7.0,,0,1,0,0,1,12.121,65332,7.3
2834,Coupling,2000,7+,3.6,,0,1,0,0,1,15.872,2719,7.9
2835,Treehouse Masters,2013,7+,7.3,,0,1,0,0,1,4.603,49474,6.7
2836,My Favorite Martian,1963,all,7.3,,0,1,0,0,1,6.998,3882,5.9
2837,The Strange Calls,2012,18+,7.4,,0,1,0,0,1,1.4,46427,6.2
2838,Are You Smarter Than a 5th Grader?,2007,7+,4.9,,0,1,0,0,1,2.185,88991,10
2839,Taken at Birth,2019,,8.3,,0,1,0,0,1,0.6,94809,0
2840,Monster Rancher,1999,7+,7.1,,0,1,1,0,1,13.8,15130,7.1
2841,Blue Dragon,2007,,6.3,,0,1,0,0,1,6.724,36210,8
2842,The Bisexual,2018,,6.0,92%,0,1,0,0,1,4.419,83149,7.7
2843,Yu-Gi-Oh! 5D's,2008,all,6.7,,0,1,1,0,1,12.171,20695,7.8
2844,Alvinnn!!! and The Chipmunks,2015,7+,4.5,,0,1,0,0,1,8.346,64572,6.2
2845,Little Women: Atlanta,2016,16+,5.1,,0,1,0,0,1,2.88,66009,6.4
2846,Beat Bobby Flay,2014,all,6.3,,0,1,0,0,1,6.312,62481,8
2847,Saints & Sinners,2016,16+,7.3,,0,1,0,0,1,9.338,2167,7.8
2848,Ask This Old House,2002,all,7.6,,0,1,0,0,1,24.598,23545,4.2
2849,The Dude Perfect Show,2016,7+,6.6,,0,1,0,0,1,1.151,66548,1.4
2850,頭文字D First Stage,1998,7+,8.4,,0,1,0,0,1,20.01,40424,7.7
2851,Bong Appétit,2016,16+,8.0,,0,1,0,0,1,2.776,69117,7.9
2852,Arliss,1996,,7.0,,0,1,0,0,1,9.832,172,6.8
2853,Watch Over Me,2006,16+,6.4,,0,1,0,0,1,5.228,3254,5
2854,Rosa Diamante,2012,,8.3,,0,1,0,0,1,0.994,60374,4
2855,Seed,2013,18+,5.6,67%,0,1,0,0,1,20.091,20111,7.9
2856,Black Blood Brothers,2006,16+,7.1,,0,1,0,0,1,2.311,31741,7.3
2857,Heartstrings,2011,16+,7.2,,0,1,0,0,1,3.264,86456,7.1
2858,The Impostor,2014,,7.8,,0,1,0,0,1,11.679,50864,7
2859,Tiger & Bunny,2011,16+,7.4,,0,1,0,0,1,4.406,39659,5.8
2860,Behind Bars: Rookie Year,2015,16+,7.7,,0,1,0,0,1,0.67,63355,7.5
2861,The Wall,2016,7+,6.0,,0,1,0,0,1,35.244,61617,8.2
2862,Worth It,2016,,8.6,,0,1,1,0,1,0.6,70772,10
2863,Flip or Flop,2013,all,6.1,,0,1,0,0,1,7.344,62618,6.2
2864,L.A. Dragnet,2003,,7.1,,0,1,0,0,1,4.854,45382,7
2865,Insane Pools: Off the Deep End,2015,7+,7.2,,0,1,0,0,1,1.4,66661,0
2866,Sin tetas no hay paraíso,2008,18+,5.6,,0,1,0,0,1,6.225,3016,0
2867,Aria the Scarlet Ammo,2011,16+,6.8,,0,1,0,0,1,6.049,46439,6.9
2868,The Last Defense,2018,,7.3,,0,1,0,0,1,1.26,80130,8
2869,The Gumby Show,1955,all,7.0,,0,1,1,0,1,5.309,16728,5
2870,Still 17,2018,,7.8,,0,1,0,0,1,4.435,80919,7.7
2871,Witchblade,2006,18+,7.2,,0,1,0,0,1,8.529,10190,6.6
2872,Madeline,1993,all,6.9,,0,1,1,0,1,3.597,17194,6
2873,Ruyi's Royal Love in the Palace,2018,,7.6,,0,1,1,0,1,11.201,81769,7.3
2874,The Romeo Section,2015,16+,6.9,,0,1,0,0,1,2.09,64166,7
2875,The Wallflower,2006,16+,7.5,,0,1,0,0,1,3.462,899,6.6
2876,Little Mosque on the Prairie,2007,7+,5.6,,0,1,0,0,1,3.696,3813,7.5
2877,Curiosity,2011,16+,7.8,,0,1,1,0,1,3.014,40268,7.6
2878,Who Wants to Be a Millionaire,2020,16+,6.1,,0,1,0,0,1,46.406,2225,6.7
2879,Anyone But Me,2009,16+,7.1,,0,1,1,0,1,2.338,31861,7.1
2880,Life and Death Row,2014,,8.3,,0,1,0,0,1,1.168,71567,9
2881,Matador,2014,16+,5.7,67%,0,1,0,0,1,5.413,61225,4.8
2882,Threesome,2011,18+,7.6,,0,1,0,0,1,3.549,41413,6.8
2883,Kung Fu Panda: Legends of Awesomeness,2011,7+,6.1,,0,1,0,0,1,15.997,39898,6.9
2884,Undefeated Bahamut Chronicle,2016,,6.5,,0,1,0,0,1,6.935,65816,5.5
2885,Conviction,2006,16+,7.0,,0,1,0,0,1,10.534,67118,6.5
2886,High School USA!,2013,18+,6.4,44%,0,1,0,0,1,3.559,56210,8.4
2887,Cults and Extreme Belief,2018,16+,7.7,,0,1,0,0,1,0.981,79775,6.8
2888,NASA's Unexplained Files,2012,all,6.7,,0,1,0,0,1,2.236,57478,8.2
2889,Sister Wives,2010,16+,4.3,,0,1,0,0,1,10.974,34045,7
2890,Hunderby,2012,16+,7.4,,0,1,0,0,1,1.579,47806,8
2891,Australia's Next Top Model,2005,,6.0,,0,1,0,0,1,2.173,3329,4.8
2892,Nanny and the Professor,1970,,7.1,,0,1,0,0,1,7.707,9768,4.5
2893,I Am Jazz,2015,7+,4.1,,0,1,0,0,1,5.706,65220,7.6
2894,Below the Surface,2017,,7.2,,0,1,0,0,1,3.668,71302,5.6
2895,"Rica, Famosa, Latina",2014,,5.5,,0,1,0,0,1,6.113,78814,7.5
2896,StarTalk with Neil deGrasse Tyson,2015,all,7.8,,0,1,1,0,1,6.441,64711,7
2897,Total Wipeout,2009,,6.0,,0,1,1,0,1,3.762,16358,7.3
2898,Breaking Amish,2012,,5.0,,0,1,0,0,1,1.903,45754,4.8
2899,Flying Witch,2016,all,7.2,,0,1,0,0,1,10.249,65934,7.4
2900,Flea Market Flip,2012,all,6.6,,0,1,0,0,1,1.686,59772,7.5
2901,No Activity,2015,18+,7.9,,0,1,0,0,1,4.01,64489,7.9
2902,I Spy,1965,,7.1,,0,1,0,0,1,10.367,4899,6.9
2903,You Bet Your Life,1947,,8.4,,0,1,0,0,1,1.431,4473,6.2
2904,The First 48 Presents: Homicide Squad Atlanta,2019,16+,8.5,,0,1,1,0,1,1.369,86403,0
2905,The Hotwives of Orlando,2014,16+,7.4,85%,0,1,0,0,1,2.44,61281,5.3
2906,Bleak House,1985,,7.4,,0,1,1,0,1,5.804,2489,8.3
2907,T.U.F.F. Puppy,2010,7+,5.6,,0,1,0,0,1,12.438,18828,7.7
2908,Sherman's Showcase,2019,18+,5.4,100%,0,1,0,0,1,1.044,88932,0
2909,Wild Things with Dominic Monaghan,2013,16+,8.4,,0,1,0,0,1,0.659,49949,6.8
2910,The Gong Show,1976,7+,7.0,,0,1,0,0,1,3.528,72368,6.1
2911,The Murder of Laci Peterson,2017,16+,7.4,,0,1,0,0,1,1.165,73538,9.5
2912,Casey Anthony: An American Murder Mystery,2017,16+,7.2,,0,1,0,0,1,1.003,71200,8.2
2913,Sherlock Holmes,1954,,7.7,,0,1,0,0,1,18.894,799,8
2914,Cake,2019,18+,6.0,,0,1,0,0,1,7.475,18664,6.7
2915,Murder in the Heartland,2017,16+,7.8,,0,1,0,0,1,2.236,47217,7
2916,My Strange Addiction,2010,16+,5.7,,0,1,0,0,1,1.209,35308,10
2917,Food Network Star,2005,7+,6.3,,0,1,0,0,1,7.344,4733,6.1
2918,Boy Band,2017,,5.2,,0,1,0,0,1,1.394,72404,6.5
2919,Dream Corp LLC,2016,16+,7.1,,0,1,0,0,1,3.661,68380,6
2920,Astroblast!,2014,all,6.7,,0,1,0,0,1,,,
2921,Here's Lucy,1968,all,6.9,,0,1,1,0,1,22.564,1439,7.8
2922,1969,2019,,6.9,,0,1,0,0,1,1.4,88980,8
2923,Celia,2015,,8.2,,0,1,0,0,1,4.175,64161,9
2924,Too Cute,2011,7+,8.5,,0,1,0,0,1,2.085,59615,7.8
2925,Holiday Baking Championship,2014,all,7.5,,0,1,0,0,1,4.243,68598,8.4
2926,Senryu Girl,2019,7+,7.0,,0,1,0,0,1,3.825,87445,7.8
2927,Flirty Dancing,2019,7+,6.6,100%,0,1,0,0,1,0.84,96721,10
2928,Hidden Potential,2018,7+,7.3,,0,1,0,0,1,0.955,80076,5
2929,Our Cartoon President,2018,18+,5.1,,0,1,0,0,1,8.432,75804,6.4
2930,Cupcake Wars,2010,all,5.8,,0,1,0,0,1,2.233,32994,5.5
2931,Brothers Conflict,2013,16+,6.1,,0,1,0,0,1,7.182,57757,7.6
2932,Dancing with the Stars,2005,7+,4.4,,0,1,0,0,1,36.69,1508,5.4
2933,Lucas Bros Moving Co,2013,18+,7.0,,0,1,0,0,1,0.6,65018,6
2934,Harvey Beaks,2015,7+,7.0,,0,1,0,0,1,5.415,62487,5.8
2935,The Aliens,2016,,6.0,,0,1,0,0,1,2.85,65836,5.5
2936,Who The (Bleep) Did I Marry?,2010,7+,6.6,,0,1,0,0,1,1.4,36154,7
2937,Brave 10,2012,7+,6.6,,0,1,0,0,1,3.913,42502,8.3
2938,Mischief of the Gods,2014,16+,7.2,,0,1,0,0,1,2.024,60828,7
2939,Beautiful Bones: Sakurako’s Investigation,2015,18+,6.9,,0,1,0,0,1,7.059,64699,6.4
2940,Nightmare Next Door,2011,16+,7.1,,0,1,0,0,1,1.488,38534,7.4
2941,Food Paradise,2007,all,8.0,,0,1,0,0,1,1.792,37550,10
2942,The Tesla Files,2018,,7.3,,0,1,1,0,1,4.466,79291,3.7
2943,The Librarians,2007,,6.9,,0,1,0,0,1,29.368,61599,7.1
2944,The Ambition of Oda Nobuna,2012,16+,6.5,,0,1,0,0,1,2.966,45853,7
2945,Dagashi Kashi,2016,16+,6.2,,0,1,0,0,1,7.17,65523,6
2946,Blade Dance of Elementalers,2014,16+,6.7,,0,1,0,0,1,5.286,61287,7
2947,Caillou,1998,all,4.1,,0,1,1,0,1,19.639,3218,5.2
2948,Caribbean Life,2014,all,6.7,,0,1,0,0,1,0.707,69950,8
2949,Jodi Arias: An American Murder Mystery,2018,,7.0,,0,1,0,0,1,1.4,76402,10
2950,Indebted,2020,16+,4.3,25%,0,1,0,0,1,2.386,97039,7
2951,Long Island Medium,2011,7+,4.8,,0,1,0,0,1,3.826,45322,5.5
2952,Kino's Journey: The Beautiful World - The Animated Series,2017,18+,7.1,,0,1,0,0,1,7.335,74097,7.1
2953,Broken Angel,2013,7+,7.1,,0,1,0,0,1,0.6,39767,0
2954,Cockroaches,2015,,6.2,,0,1,0,0,1,2.335,61876,6
2955,Victoria's Secret Fashion Show,1999,18+,8.2,,0,1,0,0,1,6.174,23377,6.8
2956,Tiny House Hunters,2014,all,6.1,,0,1,0,0,1,,,
2957,Jeopardy! The Greatest of All Time,2020,7+,8.6,,0,1,0,0,1,0.664,97489,0
2958,Saved by the Bell: The College Years,1993,7+,6.3,9%,0,1,0,0,1,8.2,2014,6.5
2959,Law & Order True Crime,2017,16+,7.4,,0,1,0,0,1,94.793,549,7.5
2960,Aoharu x Machinegun,2015,16+,6.6,,0,1,0,0,1,6.114,63088,7
2961,Miz & Mrs,2018,16+,6.3,,0,1,0,0,1,2.127,81134,7.5
2962,Your Worst Nightmare,2014,16+,7.0,,0,1,0,0,1,1.4,65067,6.5
2963,Outbreak Company,2013,16+,7.0,,0,1,0,0,1,4.897,62691,7.5
2964,Psychic Detective Yakumo,2010,16+,6.7,,0,1,0,0,1,2.026,45438,8
2965,Mythbusters Jr.,2019,7+,6.8,,0,1,0,0,1,1.389,85200,8
2966,The Real Housewives of Potomac,2016,16+,4.3,,0,1,0,0,1,9.995,65300,5.1
2967,The Hunt with John Walsh,2014,16+,7.5,,0,1,0,0,1,1.3,64917,7.3
2968,House Hunters Renovation,2012,all,6.4,,0,1,0,0,1,0.935,55493,8.3
2969,"Neon Joe, Werewolf Hunter",2015,16+,7.2,,0,1,0,0,1,1.728,64643,6.8
2970,Filthy Rich,2016,,7.2,,0,1,0,0,1,17.167,103506,7.2
2971,Sanjay and Craig,2013,7+,4.4,,0,1,0,0,1,10.216,61520,5.2
2972,I Love New York,2007,16+,4.5,,0,1,0,0,1,1.729,893,6.8
2973,Nabari no Ou,2008,16+,6.5,,0,1,0,0,1,6.128,37529,0
2974,Mr. D,2012,,6.5,,0,1,0,0,1,4.729,42382,7.4
2975,恋と選挙とチョコレート,2012,18+,7.2,,0,1,0,0,1,6.518,46093,8
2976,School of Rock,2016,all,4.3,,0,1,0,0,1,13.538,65876,6.5
2977,Living With Fran,2005,,5.8,,0,1,0,0,1,4.819,545,8.5
2978,The Loop,2006,16+,7.4,,0,1,0,0,1,19.236,93784,7.1
2979,Uta no Prince-sama,2011,,6.5,,0,1,0,0,1,5.118,46095,5.5
2980,WITS Academy,2015,all,5.7,,0,1,0,0,1,2.456,64180,6
2981,The Munsters Today,1988,,5.3,,0,1,0,0,1,9.746,11030,4
2982,Holly Hobbie,2018,7+,6.4,,0,1,0,0,1,1.037,89221,9.3
2983,I Am Cait,2015,16+,3.5,86%,0,1,0,0,1,3.543,63014,4.8
2984,Basketball Wives LA,2011,7+,4.2,,0,1,0,0,1,2.502,39567,4.3
2985,The New Detectives,1996,7+,7.6,,0,1,0,0,1,0.6,14132,8
2986,Cash Cab,2008,,7.3,,0,1,0,0,1,1.571,7934,7.3
2987,Marrying Millions,2019,,5.7,,0,1,0,0,1,1.116,91342,7.5
2988,To Tell the Truth,2016,,6.4,,0,1,0,0,1,5.969,66784,5.7
2989,Property Virgins,2007,all,6.9,,0,1,0,0,1,1.96,18049,5
2990,Negima!,2005,7+,6.1,,0,1,0,0,1,5.466,8859,7.4
2991,Match Game,1973,16+,6.0,,0,1,1,0,1,10.882,67229,5.9
2992,Gap Year,2017,,7.0,,0,1,0,0,1,1.848,70413,7.7
2993,Love Connection,2017,,,,0,1,0,0,1,1.806,71889,5.3
2994,Wasted,2016,,7.4,,0,1,0,0,1,1.721,67233,5.8
2995,The Other Guy,2017,18+,6.8,,0,1,0,0,1,1.48,73342,7
2996,Snake City,2014,,8.6,,0,1,0,0,1,0.761,82981,10
2997,Make It Pop,2015,all,4.9,,0,1,0,0,1,1.4,62375,7.9
2998,Next Great Baker,2010,16+,5.9,,0,1,0,0,1,1.095,34630,0
2999,A Little Late with Lilly Singh,2019,16+,1.7,90%,0,1,0,0,1,3.785,93660,7.3
3000,Card Captor Sakura: Clear Card,2018,,7.9,,0,1,0,0,1,,,
